area,ethnic_group,value
Otahuhu South West,Maori,750
Otahuhu South West,Pacific,2010
Otahuhu South West,Asian,1000
Otahuhu South West,Middle Eastern/Latin American/African,30
Pakuranga Heights South West,"Total people, ethnic group",3620
Pakuranga Heights South West,European or Other (including New Zealander),1680
Pakuranga Heights South West,Maori,400
Pakuranga Heights South West,Pacific,430
Pakuranga Heights South West,Asian,1490
Pakuranga Heights South West,Middle Eastern/Latin American/African,80
Mangere Mascot,"Total people, ethnic group",3900
Mangere Mascot,European or Other (including New Zealander),460
Mangere Mascot,Maori,640
Mangere Mascot,Pacific,2880
Mangere Mascot,Asian,460
Mangere Mascot,Middle Eastern/Latin American/African,20
Waiheke East,"Total people, ethnic group",1100
Waiheke East,European or Other (including New Zealander),1000
Waiheke East,Maori,130
Waiheke East,Pacific,60
Waiheke East,Asian,30
Waiheke East,Middle Eastern/Latin American/African,20
Massey Road West,"Total people, ethnic group",3980
Massey Road West,European or Other (including New Zealander),520
Massey Road West,Maori,680
Massey Road West,Pacific,2630
Massey Road West,Asian,680
Massey Road West,Middle Eastern/Latin American/African,30
Otahuhu South,"Total people, ethnic group",3880
Otahuhu South,European or Other (including New Zealander),760
Otahuhu South,Maori,540
Otahuhu South,Pacific,1870
Otahuhu South,Asian,1150
Otahuhu South,Middle Eastern/Latin American/African,50
Howick Central,"Total people, ethnic group",3530
Howick Central,European or Other (including New Zealander),2450
Howick Central,Maori,200
Howick Central,Pacific,140
Howick Central,Asian,920
Howick Central,Middle Eastern/Latin American/African,80
Massey Road North,"Total people, ethnic group",3380
Massey Road North,European or Other (including New Zealander),520
Massey Road North,Maori,510
Massey Road North,Pacific,1830
Massey Road North,Asian,1020
Massey Road North,Middle Eastern/Latin American/African,30
Botany Downs West,"Total people, ethnic group",2980
Botany Downs West,European or Other (including New Zealander),1700
Botany Downs West,Maori,150
Botany Downs West,Pacific,90
Botany Downs West,Asian,1200
Botany Downs West,Middle Eastern/Latin American/African,50
East Tamaki,"Total people, ethnic group",350
East Tamaki,European or Other (including New Zealander),180
East Tamaki,Maori,20
East Tamaki,Pacific,30
East Tamaki,Asian,140
East Tamaki,Middle Eastern/Latin American/African,10
Howick East,"Total people, ethnic group",3770
Howick East,European or Other (including New Zealander),2780
Howick East,Maori,260
Howick East,Pacific,130
Howick East,Asian,870
Howick East,Middle Eastern/Latin American/African,70
Burswood,"Total people, ethnic group",1800
Burswood,European or Other (including New Zealander),720
Burswood,Maori,110
Burswood,Pacific,130
Burswood,Asian,940
Burswood,Middle Eastern/Latin American/African,70
Massey Road South,"Total people, ethnic group",1870
Massey Road South,European or Other (including New Zealander),170
Massey Road South,Maori,340
Massey Road South,Pacific,1280
Massey Road South,Asian,310
Massey Road South,Middle Eastern/Latin American/African,0
Middlemore,"Total people, ethnic group",30
Middlemore,European or Other (including New Zealander),20
Middlemore,Maori,10
Middlemore,Pacific,10
Middlemore,Asian,10
Middlemore,Middle Eastern/Latin American/African,0
Mangere South East,"Total people, ethnic group",3980
Mangere South East,European or Other (including New Zealander),520
Mangere South East,Maori,550
Mangere South East,Pacific,2010
Mangere South East,Asian,1360
Mangere South East,Middle Eastern/Latin American/African,30
Botany Downs East,"Total people, ethnic group",2410
Botany Downs East,European or Other (including New Zealander),1570
Botany Downs East,Maori,120
Botany Downs East,Pacific,90
Botany Downs East,Asian,770
Botany Downs East,Middle Eastern/Latin American/African,40
Grange,"Total people, ethnic group",2330
Grange,European or Other (including New Zealander),330
Grange,Maori,390
Grange,Pacific,1500
Grange,Asian,440
Grange,Middle Eastern/Latin American/African,20
Golflands,"Total people, ethnic group",2590
Golflands,European or Other (including New Zealander),1410
Golflands,Maori,120
Golflands,Pacific,90
Golflands,Asian,1090
Golflands,Middle Eastern/Latin American/African,70
Aorere North,"Total people, ethnic group",1790
Aorere North,European or Other (including New Zealander),200
Aorere North,Maori,300
Aorere North,Pacific,1200
Aorere North,Asian,360
Aorere North,Middle Eastern/Latin American/African,10
Mangere East,"Total people, ethnic group",4150
Mangere East,European or Other (including New Zealander),710
Mangere East,Maori,550
Mangere East,Pacific,1790
Mangere East,Asian,1700
Mangere East,Middle Eastern/Latin American/African,40
Cockle Bay,"Total people, ethnic group",4370
Cockle Bay,European or Other (including New Zealander),3620
Cockle Bay,Maori,240
Cockle Bay,Pacific,90
Cockle Bay,Asian,650
Cockle Bay,Middle Eastern/Latin American/African,50
Otara West,"Total people, ethnic group",3570
Otara West,European or Other (including New Zealander),370
Otara West,Maori,940
Otara West,Pacific,2760
Otara West,Asian,140
Otara West,Middle Eastern/Latin American/African,20
Aorere Central,"Total people, ethnic group",2170
Aorere Central,European or Other (including New Zealander),360
Aorere Central,Maori,370
Aorere Central,Pacific,1160
Aorere Central,Asian,640
Aorere Central,Middle Eastern/Latin American/African,10
Northpark North,"Total people, ethnic group",3070
Northpark North,European or Other (including New Zealander),1480
Northpark North,Maori,110
Northpark North,Pacific,50
Northpark North,Asian,1510
Northpark North,Middle Eastern/Latin American/African,90
Somerville,"Total people, ethnic group",4730
Somerville,European or Other (including New Zealander),2210
Somerville,Maori,160
Somerville,Pacific,110
Somerville,Asian,2400
Somerville,Middle Eastern/Latin American/African,80
Northpark South,"Total people, ethnic group",2290
Northpark South,European or Other (including New Zealander),1000
Northpark South,Maori,70
Northpark South,Pacific,60
Northpark South,Asian,1230
Northpark South,Middle Eastern/Latin American/African,60
Papatoetoe North,"Total people, ethnic group",5120
Papatoetoe North,European or Other (including New Zealander),1060
Papatoetoe North,Maori,600
Papatoetoe North,Pacific,1520
Papatoetoe North,Asian,2620
Papatoetoe North,Middle Eastern/Latin American/African,40
Dingwall,"Total people, ethnic group",3600
Dingwall,European or Other (including New Zealander),740
Dingwall,Maori,410
Dingwall,Pacific,610
Dingwall,Asian,2200
Dingwall,Middle Eastern/Latin American/African,70
Aorere South,"Total people, ethnic group",5240
Aorere South,European or Other (including New Zealander),930
Aorere South,Maori,880
Aorere South,Pacific,2380
Aorere South,Asian,2010
Aorere South,Middle Eastern/Latin American/African,20
Shelly Park,"Total people, ethnic group",2960
Shelly Park,European or Other (including New Zealander),2330
Shelly Park,Maori,140
Shelly Park,Pacific,70
Shelly Park,Asian,560
Shelly Park,Middle Eastern/Latin American/African,30
Otara Central,"Total people, ethnic group",2890
Otara Central,European or Other (including New Zealander),310
Otara Central,Maori,640
Otara Central,Pacific,2240
Otara Central,Asian,210
Otara Central,Middle Eastern/Latin American/African,10
Huntington Park,"Total people, ethnic group",2000
Huntington Park,European or Other (including New Zealander),960
Huntington Park,Maori,60
Huntington Park,Pacific,50
Huntington Park,Asian,930
Huntington Park,Middle Eastern/Latin American/African,90
Botany Central,"Total people, ethnic group",10
Botany Central,European or Other (including New Zealander),0
Botany Central,Maori,0
Botany Central,Pacific,0
Botany Central,Asian,0
Botany Central,Middle Eastern/Latin American/African,0
Botany North,"Total people, ethnic group",2680
Botany North,European or Other (including New Zealander),1290
Botany North,Maori,70
Botany North,Pacific,60
Botany North,Asian,1350
Botany North,Middle Eastern/Latin American/African,50
Papatoetoe West,"Total people, ethnic group",5050
Papatoetoe West,European or Other (including New Zealander),950
Papatoetoe West,Maori,630
Papatoetoe West,Pacific,1660
Papatoetoe West,Asian,2430
Papatoetoe West,Middle Eastern/Latin American/African,70
Papatoetoe Central,"Total people, ethnic group",5450
Papatoetoe Central,European or Other (including New Zealander),1350
Papatoetoe Central,Maori,550
Papatoetoe Central,Pacific,890
Papatoetoe Central,Asian,3160
Papatoetoe Central,Middle Eastern/Latin American/African,80
Sunkist Bay,"Total people, ethnic group",3330
Sunkist Bay,European or Other (including New Zealander),3160
Sunkist Bay,Maori,310
Sunkist Bay,Pacific,110
Sunkist Bay,Asian,90
Sunkist Bay,Middle Eastern/Latin American/African,10
Otara East,"Total people, ethnic group",4220
Otara East,European or Other (including New Zealander),390
Otara East,Maori,940
Otara East,Pacific,3370
Otara East,Asian,200
Otara East,Middle Eastern/Latin American/African,10
Redcastle,"Total people, ethnic group",2620
Redcastle,European or Other (including New Zealander),930
Redcastle,Maori,170
Redcastle,Pacific,190
Redcastle,Asian,1380
Redcastle,Middle Eastern/Latin American/African,170
Botany East,"Total people, ethnic group",2010
Botany East,European or Other (including New Zealander),800
Botany East,Maori,60
Botany East,Pacific,50
Botany East,Asian,1130
Botany East,Middle Eastern/Latin American/African,80
Botany South,"Total people, ethnic group",3050
Botany South,European or Other (including New Zealander),1200
Botany South,Maori,120
Botany South,Pacific,100
Botany South,Asian,1670
Botany South,Middle Eastern/Latin American/African,140
Manukau Central,"Total people, ethnic group",840
Manukau Central,European or Other (including New Zealander),270
Manukau Central,Maori,140
Manukau Central,Pacific,220
Manukau Central,Asian,310
Manukau Central,Middle Eastern/Latin American/African,20
Papatoetoe East,"Total people, ethnic group",4630
Papatoetoe East,European or Other (including New Zealander),870
Papatoetoe East,Maori,590
Papatoetoe East,Pacific,1260
Papatoetoe East,Asian,2440
Papatoetoe East,Middle Eastern/Latin American/African,70
Otara South,"Total people, ethnic group",3980
Otara South,European or Other (including New Zealander),400
Otara South,Maori,750
Otara South,Pacific,3230
Otara South,Asian,200
Otara South,Middle Eastern/Latin American/African,10
Ferguson,"Total people, ethnic group",4670
Ferguson,European or Other (including New Zealander),490
Ferguson,Maori,1080
Ferguson,Pacific,3740
Ferguson,Asian,220
Ferguson,Middle Eastern/Latin American/African,10
Papatoetoe South West,"Total people, ethnic group",3980
Papatoetoe South West,European or Other (including New Zealander),700
Papatoetoe South West,Maori,640
Papatoetoe South West,Pacific,1450
Papatoetoe South West,Asian,1820
Papatoetoe South West,Middle Eastern/Latin American/African,40
Botany Junction,"Total people, ethnic group",200
Botany Junction,European or Other (including New Zealander),50
Botany Junction,Maori,10
Botany Junction,Pacific,20
Botany Junction,Asian,120
Botany Junction,Middle Eastern/Latin American/African,10
Dannemora North,"Total people, ethnic group",2610
Dannemora North,European or Other (including New Zealander),690
Dannemora North,Maori,100
Dannemora North,Pacific,140
Dannemora North,Asian,1700
Dannemora North,Middle Eastern/Latin American/African,170
Papatoetoe South,"Total people, ethnic group",4280
Papatoetoe South,European or Other (including New Zealander),820
Papatoetoe South,Maori,420
Papatoetoe South,Pacific,800
Papatoetoe South,Asian,2570
Papatoetoe South,Middle Eastern/Latin American/African,120
East Tamaki Heights,"Total people, ethnic group",2910
East Tamaki Heights,European or Other (including New Zealander),1190
East Tamaki Heights,Maori,110
East Tamaki Heights,Pacific,90
East Tamaki Heights,Asian,1600
East Tamaki Heights,Middle Eastern/Latin American/African,120
Te Puru,"Total people, ethnic group",3150
Te Puru,European or Other (including New Zealander),2830
Te Puru,Maori,240
Te Puru,Pacific,60
Te Puru,Asian,270
Te Puru,Middle Eastern/Latin American/African,40
Puhinui North,"Total people, ethnic group",4100
Puhinui North,European or Other (including New Zealander),880
Puhinui North,Maori,390
Puhinui North,Pacific,810
Puhinui North,Asian,2430
Puhinui North,Middle Eastern/Latin American/African,50
Dannemora South,"Total people, ethnic group",2880
Dannemora South,European or Other (including New Zealander),720
Dannemora South,Maori,100
Dannemora South,Pacific,140
Dannemora South,Asian,2000
Dannemora South,Middle Eastern/Latin American/African,100
Puhinui South,"Total people, ethnic group",2670
Puhinui South,European or Other (including New Zealander),490
Puhinui South,Maori,360
Puhinui South,Pacific,710
Puhinui South,Asian,1470
Puhinui South,Middle Eastern/Latin American/African,30
Rongomai West,"Total people, ethnic group",2590
Rongomai West,European or Other (including New Zealander),220
Rongomai West,Maori,580
Rongomai West,Pacific,2090
Rongomai West,Asian,90
Rongomai West,Middle Eastern/Latin American/African,10
Baverstock,"Total people, ethnic group",4330
Baverstock,European or Other (including New Zealander),1060
Baverstock,Maori,240
Baverstock,Pacific,260
Baverstock,Asian,2950
Baverstock,Middle Eastern/Latin American/African,130
Puhinui East,"Total people, ethnic group",2850
Puhinui East,European or Other (including New Zealander),500
Puhinui East,Maori,240
Puhinui East,Pacific,660
Puhinui East,Asian,1680
Puhinui East,Middle Eastern/Latin American/African,70
Turanga,"Total people, ethnic group",3130
Turanga,European or Other (including New Zealander),2610
Turanga,Maori,230
Turanga,Pacific,70
Turanga,Asian,450
Turanga,Middle Eastern/Latin American/African,40
Rongomai East,"Total people, ethnic group",2420
Rongomai East,European or Other (including New Zealander),280
Rongomai East,Maori,390
Rongomai East,Pacific,1580
Rongomai East,Asian,530
Rongomai East,Middle Eastern/Latin American/African,20
Ormiston North,"Total people, ethnic group",2340
Ormiston North,European or Other (including New Zealander),490
Ormiston North,Maori,60
Ormiston North,Pacific,150
Ormiston North,Asian,1690
Ormiston North,Middle Eastern/Latin American/African,90
Maraetai,"Total people, ethnic group",2440
Maraetai,European or Other (including New Zealander),2310
Maraetai,Maori,230
Maraetai,Pacific,80
Maraetai,Asian,70
Maraetai,Middle Eastern/Latin American/African,20
Chapel Downs,"Total people, ethnic group",3620
Chapel Downs,European or Other (including New Zealander),490
Chapel Downs,Maori,410
Chapel Downs,Pacific,980
Chapel Downs,Asian,1990
Chapel Downs,Middle Eastern/Latin American/African,110
Wiri West,"Total people, ethnic group",1230
Wiri West,European or Other (including New Zealander),390
Wiri West,Maori,520
Wiri West,Pacific,290
Wiri West,Asian,240
Wiri West,Middle Eastern/Latin American/African,20
Clover Park North,"Total people, ethnic group",4950
Clover Park North,European or Other (including New Zealander),580
Clover Park North,Maori,1010
Clover Park North,Pacific,3490
Clover Park North,Asian,790
Clover Park North,Middle Eastern/Latin American/African,20
Mission Heights North,"Total people, ethnic group",3640
Mission Heights North,European or Other (including New Zealander),760
Mission Heights North,Maori,170
Mission Heights North,Pacific,170
Mission Heights North,Asian,2690
Mission Heights North,Middle Eastern/Latin American/African,120
Clover Park South,"Total people, ethnic group",4490
Clover Park South,European or Other (including New Zealander),840
Clover Park South,Maori,680
Clover Park South,Pacific,1840
Clover Park South,Asian,1820
Clover Park South,Middle Eastern/Latin American/African,70
Donegal Park,"Total people, ethnic group",2840
Donegal Park,European or Other (including New Zealander),690
Donegal Park,Maori,150
Donegal Park,Pacific,440
Donegal Park,Asian,1680
Donegal Park,Middle Eastern/Latin American/African,100
Ormiston South,"Total people, ethnic group",6070
Ormiston South,European or Other (including New Zealander),700
Ormiston South,Maori,230
Ormiston South,Pacific,330
Ormiston South,Asian,5010
Ormiston South,Middle Eastern/Latin American/African,150
Mission Heights South,"Total people, ethnic group",3030
Mission Heights South,European or Other (including New Zealander),500
Mission Heights South,Maori,100
Mission Heights South,Pacific,170
Mission Heights South,Asian,2350
Mission Heights South,Middle Eastern/Latin American/African,90
Hilltop (Auckland),"Total people, ethnic group",3650
Hilltop (Auckland),European or Other (including New Zealander),820
Hilltop (Auckland),Maori,380
Hilltop (Auckland),Pacific,700
Hilltop (Auckland),Asian,2070
Hilltop (Auckland),Middle Eastern/Latin American/African,120
Wiri East,"Total people, ethnic group",4380
Wiri East,European or Other (including New Zealander),740
Wiri East,Maori,1210
Wiri East,Pacific,2380
Wiri East,Asian,780
Wiri East,Middle Eastern/Latin American/African,70
Goodwood Heights,"Total people, ethnic group",4660
Goodwood Heights,European or Other (including New Zealander),1170
Goodwood Heights,Maori,540
Goodwood Heights,Pacific,900
Goodwood Heights,Asian,2590
Goodwood Heights,Middle Eastern/Latin American/African,90
Ormiston East,"Total people, ethnic group",970
Ormiston East,European or Other (including New Zealander),180
Ormiston East,Maori,40
Ormiston East,Pacific,50
Ormiston East,Asian,760
Ormiston East,Middle Eastern/Latin American/African,20
Clendon Park North,"Total people, ethnic group",3550
Clendon Park North,European or Other (including New Zealander),640
Clendon Park North,Maori,1140
Clendon Park North,Pacific,2030
Clendon Park North,Asian,440
Clendon Park North,Middle Eastern/Latin American/African,40
Burbank,"Total people, ethnic group",4210
Burbank,European or Other (including New Zealander),650
Burbank,Maori,1470
Burbank,Pacific,2370
Burbank,Asian,560
Burbank,Middle Eastern/Latin American/African,30
Tuscany Heights,"Total people, ethnic group",1520
Tuscany Heights,European or Other (including New Zealander),780
Tuscany Heights,Maori,80
Tuscany Heights,Pacific,60
Tuscany Heights,Asian,700
Tuscany Heights,Middle Eastern/Latin American/African,20
Totara Heights,"Total people, ethnic group",2890
Totara Heights,European or Other (including New Zealander),1090
Totara Heights,Maori,400
Totara Heights,Pacific,680
Totara Heights,Asian,1130
Totara Heights,Middle Eastern/Latin American/African,80
Homai East,"Total people, ethnic group",3610
Homai East,European or Other (including New Zealander),770
Homai East,Maori,670
Homai East,Pacific,1180
Homai East,Asian,1440
Homai East,Middle Eastern/Latin American/African,130
Homai West,"Total people, ethnic group",4830
Homai West,European or Other (including New Zealander),1020
Homai West,Maori,1560
Homai West,Pacific,2230
Homai West,Asian,930
Homai West,Middle Eastern/Latin American/African,90
The Gardens (Auckland),"Total people, ethnic group",4090
The Gardens (Auckland),European or Other (including New Zealander),2120
The Gardens (Auckland),Maori,380
The Gardens (Auckland),Pacific,450
The Gardens (Auckland),Asian,1600
The Gardens (Auckland),Middle Eastern/Latin American/African,100
Clarks Beach,"Total people, ethnic group",1490
Clarks Beach,European or Other (including New Zealander),1370
Clarks Beach,Maori,230
Clarks Beach,Pacific,70
Clarks Beach,Asian,70
Clarks Beach,Middle Eastern/Latin American/African,10
Clendon Park West,"Total people, ethnic group",3450
Clendon Park West,European or Other (including New Zealander),600
Clendon Park West,Maori,990
Clendon Park West,Pacific,1830
Clendon Park West,Asian,680
Clendon Park West,Middle Eastern/Latin American/African,50
Hillpark North,"Total people, ethnic group",2560
Hillpark North,European or Other (including New Zealander),1230
Hillpark North,Maori,390
Hillpark North,Pacific,500
Hillpark North,Asian,800
Hillpark North,Middle Eastern/Latin American/African,60
Clendon Park East,"Total people, ethnic group",2410
Clendon Park East,European or Other (including New Zealander),320
Clendon Park East,Maori,620
Clendon Park East,Pacific,1390
Clendon Park East,Asian,450
Clendon Park East,Middle Eastern/Latin American/African,20
Karaka Creek,"Total people, ethnic group",1590
Karaka Creek,European or Other (including New Zealander),1450
Karaka Creek,Maori,150
Karaka Creek,Pacific,50
Karaka Creek,Asian,100
Karaka Creek,Middle Eastern/Latin American/African,10
Rowandale West,"Total people, ethnic group",3690
Rowandale West,European or Other (including New Zealander),700
Rowandale West,Maori,1330
Rowandale West,Pacific,2070
Rowandale West,Asian,410
Rowandale West,Middle Eastern/Latin American/African,50
Rowandale East,"Total people, ethnic group",4040
Rowandale East,European or Other (including New Zealander),940
Rowandale East,Maori,1310
Rowandale East,Pacific,1810
Rowandale East,Asian,770
Rowandale East,Middle Eastern/Latin American/African,90
Manurewa Central,"Total people, ethnic group",3910
Manurewa Central,European or Other (including New Zealander),980
Manurewa Central,Maori,720
Manurewa Central,Pacific,1200
Manurewa Central,Asian,1500
Manurewa Central,Middle Eastern/Latin American/African,110
Weymouth North,"Total people, ethnic group",5190
Weymouth North,European or Other (including New Zealander),1280
Weymouth North,Maori,1630
Weymouth North,Pacific,2330
Weymouth North,Asian,1100
Weymouth North,Middle Eastern/Latin American/African,80
Hillpark South,"Total people, ethnic group",3380
Hillpark South,European or Other (including New Zealander),1470
Hillpark South,Maori,580
Hillpark South,Pacific,670
Hillpark South,Asian,1220
Hillpark South,Middle Eastern/Latin American/African,50
Alfriston,"Total people, ethnic group",3960
Alfriston,European or Other (including New Zealander),1570
Alfriston,Maori,390
Alfriston,Pacific,570
Alfriston,Asian,1700
Alfriston,Middle Eastern/Latin American/African,170
Weymouth East,"Total people, ethnic group",3930
Weymouth East,European or Other (including New Zealander),810
Weymouth East,Maori,1110
Weymouth East,Pacific,1710
Weymouth East,Asian,950
Weymouth East,Middle Eastern/Latin American/African,160
Leabank,"Total people, ethnic group",4570
Leabank,European or Other (including New Zealander),1150
Leabank,Maori,1430
Leabank,Pacific,1960
Leabank,Asian,970
Leabank,Middle Eastern/Latin American/African,60
Weymouth South,"Total people, ethnic group",3710
Weymouth South,European or Other (including New Zealander),1490
Weymouth South,Maori,1190
Weymouth South,Pacific,1450
Weymouth South,Asian,530
Weymouth South,Middle Eastern/Latin American/African,80
Manurewa East,"Total people, ethnic group",3060
Manurewa East,European or Other (including New Zealander),750
Manurewa East,Maori,920
Manurewa East,Pacific,1120
Manurewa East,Asian,850
Manurewa East,Middle Eastern/Latin American/African,60
Manurewa South,"Total people, ethnic group",4160
Manurewa South,European or Other (including New Zealander),1130
Manurewa South,Maori,1400
Manurewa South,Pacific,1410
Manurewa South,Asian,1160
Manurewa South,Middle Eastern/Latin American/African,60
Randwick Park East,"Total people, ethnic group",2690
Randwick Park East,European or Other (including New Zealander),660
Randwick Park East,Maori,460
Randwick Park East,Pacific,540
Randwick Park East,Asian,1280
Randwick Park East,Middle Eastern/Latin American/African,140
Wattle Downs West,"Total people, ethnic group",3940
Wattle Downs West,European or Other (including New Zealander),2510
Wattle Downs West,Maori,640
Wattle Downs West,Pacific,480
Wattle Downs West,Asian,870
Wattle Downs West,Middle Eastern/Latin American/African,80
Wattle Downs North,"Total people, ethnic group",2590
Wattle Downs North,European or Other (including New Zealander),600
Wattle Downs North,Maori,1070
Wattle Downs North,Pacific,1190
Wattle Downs North,Asian,300
Wattle Downs North,Middle Eastern/Latin American/African,30
Randwick Park West,"Total people, ethnic group",3870
Randwick Park West,European or Other (including New Zealander),710
Randwick Park West,Maori,1330
Randwick Park West,Pacific,1940
Randwick Park West,Asian,620
Randwick Park West,Middle Eastern/Latin American/African,40
Kingseat-Karaka,"Total people, ethnic group",3000
Kingseat-Karaka,European or Other (including New Zealander),2580
Kingseat-Karaka,Maori,420
Kingseat-Karaka,Pacific,120
Kingseat-Karaka,Asian,230
Kingseat-Karaka,Middle Eastern/Latin American/African,20
Wattle Downs East,"Total people, ethnic group",2310
Wattle Downs East,European or Other (including New Zealander),1540
Wattle Downs East,Maori,500
Wattle Downs East,Pacific,390
Wattle Downs East,Asian,340
Wattle Downs East,Middle Eastern/Latin American/African,40
Takanini North,"Total people, ethnic group",2640
Takanini North,European or Other (including New Zealander),890
Takanini North,Maori,720
Takanini North,Pacific,510
Takanini North,Asian,920
Takanini North,Middle Eastern/Latin American/African,40
Takanini Industrial,"Total people, ethnic group",50
Takanini Industrial,European or Other (including New Zealander),30
Takanini Industrial,Maori,20
Takanini Industrial,Pacific,0
Takanini Industrial,Asian,10
Takanini Industrial,Middle Eastern/Latin American/African,0
Conifer Grove West,"Total people, ethnic group",2520
Conifer Grove West,European or Other (including New Zealander),1940
Conifer Grove West,Maori,340
Conifer Grove West,Pacific,120
Conifer Grove West,Asian,420
Conifer Grove West,Middle Eastern/Latin American/African,50
Conifer Grove East,"Total people, ethnic group",2350
Conifer Grove East,European or Other (including New Zealander),1130
Conifer Grove East,Maori,660
Conifer Grove East,Pacific,540
Conifer Grove East,Asian,490
Conifer Grove East,Middle Eastern/Latin American/African,40
Takanini West,"Total people, ethnic group",3090
Takanini West,European or Other (including New Zealander),740
Takanini West,Maori,840
Takanini West,Pacific,660
Takanini West,Asian,1330
Takanini West,Middle Eastern/Latin American/African,40
Takanini South,"Total people, ethnic group",4770
Takanini South,European or Other (including New Zealander),1360
Takanini South,Maori,600
Takanini South,Pacific,590
Takanini South,Asian,2690
Takanini South,Middle Eastern/Latin American/African,90
Takanini Central,"Total people, ethnic group",1230
Takanini Central,European or Other (including New Zealander),660
Takanini Central,Maori,160
Takanini Central,Pacific,120
Takanini Central,Asian,440
Takanini Central,Middle Eastern/Latin American/African,10
Ardmore,"Total people, ethnic group",1440
Ardmore,European or Other (including New Zealander),1210
Ardmore,Maori,270
Ardmore,Pacific,80
Ardmore,Asian,120
Ardmore,Middle Eastern/Latin American/African,20
Glenbrook,"Total people, ethnic group",2260
Glenbrook,European or Other (including New Zealander),1950
Glenbrook,Maori,250
Glenbrook,Pacific,90
Glenbrook,Asian,200
Glenbrook,Middle Eastern/Latin American/African,10
Hingaia,"Total people, ethnic group",2290
Hingaia,European or Other (including New Zealander),1530
Hingaia,Maori,190
Hingaia,Pacific,80
Hingaia,Asian,660
Hingaia,Middle Eastern/Latin American/African,20
Takanini South East,"Total people, ethnic group",1550
Takanini South East,European or Other (including New Zealander),660
Takanini South East,Maori,520
Takanini South East,Pacific,310
Takanini South East,Asian,420
Takanini South East,Middle Eastern/Latin American/African,30
Kawakawa Bay-Orere,"Total people, ethnic group",2040
Kawakawa Bay-Orere,European or Other (including New Zealander),1850
Kawakawa Bay-Orere,Maori,340
Kawakawa Bay-Orere,Pacific,80
Kawakawa Bay-Orere,Asian,60
Kawakawa Bay-Orere,Middle Eastern/Latin American/African,20
Papakura West,"Total people, ethnic group",1870
Papakura West,European or Other (including New Zealander),1130
Papakura West,Maori,420
Papakura West,Pacific,240
Papakura West,Asian,340
Papakura West,Middle Eastern/Latin American/African,30
Clevedon,"Total people, ethnic group",1560
Clevedon,European or Other (including New Zealander),1450
Clevedon,Maori,110
Clevedon,Pacific,30
Clevedon,Asian,80
Clevedon,Middle Eastern/Latin American/African,10
Papakura North,"Total people, ethnic group",4450
Papakura North,European or Other (including New Zealander),2340
Papakura North,Maori,1420
Papakura North,Pacific,750
Papakura North,Asian,840
Papakura North,Middle Eastern/Latin American/African,70
Pahurehure,"Total people, ethnic group",3410
Pahurehure,European or Other (including New Zealander),2390
Pahurehure,Maori,560
Pahurehure,Pacific,330
Pahurehure,Asian,630
Pahurehure,Middle Eastern/Latin American/African,60
Papakura Central,"Total people, ethnic group",3370
Papakura Central,European or Other (including New Zealander),1850
Papakura Central,Maori,900
Papakura Central,Pacific,500
Papakura Central,Asian,630
Papakura Central,Middle Eastern/Latin American/African,60
Papakura North East,"Total people, ethnic group",2660
Papakura North East,European or Other (including New Zealander),1380
Papakura North East,Maori,810
Papakura North East,Pacific,520
Papakura North East,Asian,560
Papakura North East,Middle Eastern/Latin American/African,50
Karaka Lakes,"Total people, ethnic group",2300
Karaka Lakes,European or Other (including New Zealander),1140
Karaka Lakes,Maori,160
Karaka Lakes,Pacific,100
Karaka Lakes,Asian,1060
Karaka Lakes,Middle Eastern/Latin American/African,60
Papakura Kelvin,"Total people, ethnic group",4820
Papakura Kelvin,European or Other (including New Zealander),1630
Papakura Kelvin,Maori,2470
Papakura Kelvin,Pacific,1430
Papakura Kelvin,Asian,480
Papakura Kelvin,Middle Eastern/Latin American/African,40
Papakura Massey Park,"Total people, ethnic group",3040
Papakura Massey Park,European or Other (including New Zealander),1210
Papakura Massey Park,Maori,1210
Papakura Massey Park,Pacific,780
Papakura Massey Park,Asian,490
Papakura Massey Park,Middle Eastern/Latin American/African,50
Rosehill,"Total people, ethnic group",4280
Rosehill,European or Other (including New Zealander),2010
Rosehill,Maori,1330
Rosehill,Pacific,750
Rosehill,Asian,990
Rosehill,Middle Eastern/Latin American/African,60
Patumahoe,"Total people, ethnic group",2420
Patumahoe,European or Other (including New Zealander),2230
Patumahoe,Maori,260
Patumahoe,Pacific,80
Patumahoe,Asian,120
Patumahoe,Middle Eastern/Latin American/African,20
Papakura East,"Total people, ethnic group",3430
Papakura East,European or Other (including New Zealander),1280
Papakura East,Maori,850
Papakura East,Pacific,970
Papakura East,Asian,890
Papakura East,Middle Eastern/Latin American/African,90
Opaheke,"Total people, ethnic group",2990
Opaheke,European or Other (including New Zealander),2100
Opaheke,Maori,740
Opaheke,Pacific,300
Opaheke,Asian,360
Opaheke,Middle Eastern/Latin American/African,60
Papakura Industrial,"Total people, ethnic group",220
Papakura Industrial,European or Other (including New Zealander),100
Papakura Industrial,Maori,70
Papakura Industrial,Pacific,60
Papakura Industrial,Asian,40
Papakura Industrial,Middle Eastern/Latin American/African,0
Red Hill,"Total people, ethnic group",2960
Red Hill,European or Other (including New Zealander),1470
Red Hill,Maori,1170
Red Hill,Pacific,770
Red Hill,Asian,260
Red Hill,Middle Eastern/Latin American/African,30
Drury,"Total people, ethnic group",1260
Drury,European or Other (including New Zealander),930
